,business_id,name,neighborhood,city,state,overall_rating,review_count,categories,review_id,review_rating,date,text
446701,L1-1P3acJc4gEFvWwjXcNQ,"""Meraki Greek Grill""",Spring Valley,Las Vegas,NV,5.0,327,Restaurants;Greek,dQQddnDKfdb_nnyJaNMFQA,5,2017-08-29,Great food and great owner who cares about her customers. The staff is very friendly and efficient. The food is top quality and always consistent.
446702,L1-1P3acJc4gEFvWwjXcNQ,"""Meraki Greek Grill""",Spring Valley,Las Vegas,NV,5.0,327,Restaurants;Greek,T5baUp4bvFeNNeBw-k9CnQ,5,2017-03-01,"What a great place for a quick lunch, the place is a month old and everything look new, went at 2 pm and this place was full of Greek people.  Isn't the best sign the food going to be authentic.  Order the mezze Plate to have a sample of everything. It was pretty much the most expensive thing on the board menu.. only $12.50 . It was delicious. I will definitely come Beck even if it not very convenient. But at the price of everything, I can grab some food everyday to have my dinner at home."
446703,L1-1P3acJc4gEFvWwjXcNQ,"""Meraki Greek Grill""",Spring Valley,Las Vegas,NV,5.0,327,Restaurants;Greek,86hHc80jXrKTKdOZS4xB6g,5,2017-02-19,"Been waiting for this place to open for a while, finally got to try it today. Definitely worth the wait! I had the gyro plate and my husband had the lamb burger with feta fries. Both were delicious! Unfortunately they forgot my Greek salad with my gyro plate, I called and they were very apologetic and accommodating.  We found our new Greek place and it just happens to be in our neck of the woods. PS the rice pudding was amazing!"
446704,L1-1P3acJc4gEFvWwjXcNQ,"""Meraki Greek Grill""",Spring Valley,Las Vegas,NV,5.0,327,Restaurants;Greek,Ct51WT7HoGLt0Tc6JWbPdg,3,2017-11-17,"Today was my first visit here. I have been to a lot of Greek places around town and this one just doesn't stand out for me. I guess I was expecting more from the 5 star reviews. I ordered a chicken and steak kabob plate. Chicken was good, the steak was real chewy, not tender at all. One thing that's great if you're real hungry, is their portions are huge. Great Greek and Crazy Pita are still my favs so far."
446705,L1-1P3acJc4gEFvWwjXcNQ,"""Meraki Greek Grill""",Spring Valley,Las Vegas,NV,5.0,327,Restaurants;Greek,jUgLn5wVsq8wj3pxEhYshw,5,2017-09-01,"We were returning to San Diego from a Montana road trip, and were famished!  We met up with friends who all have different tastes in food, and came upon Greek for something all of us would like, and then this place was close!  The food and the service both are AMAZING!!  It would seem pricey but the portions are huge and more than make up for it!  The Gyros, the soup, the rice (yes, really!), and the feta fries - all just awesome!  We will remember this place next time we are there - thank you Meraki!"
446706,L1-1P3acJc4gEFvWwjXcNQ,"""Meraki Greek Grill""",Spring Valley,Las Vegas,NV,5.0,327,Restaurants;Greek,QxdD86cLDSuRdtcfq-QpKQ,5,2017-08-18,Best in Las Vegas!!! Chef and staff were extremely pleasant and food was world class!!!
446707,L1-1P3acJc4gEFvWwjXcNQ,"""Meraki Greek Grill""",Spring Valley,Las Vegas,NV,5.0,327,Restaurants;Greek,5YmPT6X02yAcXJQ-bSO4Lg,5,2017-07-23,Absolutely delicious.  Moist kebabs the chicken and steak is mouth watering I love the meraki gyro.  Village Greek salad is also a favorite.  Im middle Eastern and this is my most favorite restaurant in town.
446708,L1-1P3acJc4gEFvWwjXcNQ,"""Meraki Greek Grill""",Spring Valley,Las Vegas,NV,5.0,327,Restaurants;Greek,MyFE_JDvBl1MG-m1_Xbraw,5,2017-08-09,"I just had lunch at Meraki and want to say that I 100% agree with the other 200+ yelpers that this place is a 5 STAR restaurant. The place is very clean, the staff is very friendly, the food is amazing. Definately will come back and try other things on their menu. Good luck Meraki, keep up the good work!"
446709,L1-1P3acJc4gEFvWwjXcNQ,"""Meraki Greek Grill""",Spring Valley,Las Vegas,NV,5.0,327,Restaurants;Greek,esSTIyFlEU-fbQBHe64I8Q,4,2017-10-07,"We've been to Meraki a few times (one of our first dates was here) and I love how it is still the same over these last 6 months.  The idea that a place can sustain consistent quality makes me very very glad we found this place. 

We've tried quite a bit of stuff on the menu (as we get something different every time) and most of it is really good.   The dolmadaki is fantastic.   Best I've ever had and it is the one item we get every time.  The spanikopita is pretty delicious as well.    The Greek rice is probably my favorite rice of all that feel places I've ever been to.   So flavorful and delicious.   The only items I've ever tried that I wasn't so hot about were at this last outing.   The agvolemono needs more jazz and the broccoli needs less cooking.   But if that's it then there isn't actually anything to complain about. 

The service is amazing here as well.   You can tell they are a family and like to treat you like you are part of it.   Very friendly, very helpful, very patient.   It also doesn't hurt that I haven't seen one employee who isn't good looking..."
446710,L1-1P3acJc4gEFvWwjXcNQ,"""Meraki Greek Grill""",Spring Valley,Las Vegas,NV,5.0,327,Restaurants;Greek,gQ1fPA0h-v5VDlv35axj8w,5,2017-05-28,Everything from their produce to bread to meat is delicious and incredibly fresh. We went on a whim and were not disappointed. I highly recommend giving them a look.
446711,L1-1P3acJc4gEFvWwjXcNQ,"""Meraki Greek Grill""",Spring Valley,Las Vegas,NV,5.0,327,Restaurants;Greek,Q9HSNd8Y4KIl0X9Id_3aKA,5,2017-06-20,"Meraki has quality food in a fast food environment.  You order from the counter and get a number and they bring you the meal.  The food itself is authentic and great.  As is the waitstaff, and I presume owner\/high management, who was on top of things from the get go, asking how everybody's meal was and acting in a head waiter fashion, moving from table to table.
 
A far as food goes, I had the Meraki gyro with beef\/lamb and was thoroughly full.  Thick pita and tasty meat.  A little too much tzatziki sauce but delicious nonetheless.  I coupled that with a side of hummus which was some of the best in town.  My entire meal came at about $10.  For a great, authentically Greek lunch and extra hummus to take home for an appetizer tonight, I was happy."
446712,L1-1P3acJc4gEFvWwjXcNQ,"""Meraki Greek Grill""",Spring Valley,Las Vegas,NV,5.0,327,Restaurants;Greek,yVbSmxlpwCGWlKBMnPh1RA,5,2017-10-08,"Oh yes. It seems lately I'm trying more and more Greek spots and while all have been good, some really good, none have topped Meraki!! Was recommended by a friend and drove by and was able to make a stop in for a gyro. Sooo much flavor, such a good size, and seriously the best gyro I've ever had in my life. While I haven't tried any other items, I'm confident they are just as good. 10\/5 for me! Will definitely be back."
446713,L1-1P3acJc4gEFvWwjXcNQ,"""Meraki Greek Grill""",Spring Valley,Las Vegas,NV,5.0,327,Restaurants;Greek,PEUxRdmQvQQ9VyTAo4aPgA,5,2017-03-15,"This place is fantastic! Heard about this new Greek restaurant that just opened up and since I love Mediterranean food, needed to try it. The place is beautifully decorated with colors of Blues and greens and crèmes and it reminds you of Greece. You order your food at the front and then sit down. The staff brings your food to the table and picks up the dirty plates. The staff was so nice and friendly and made you feel at home. My group stayed for a while but so did everyone else that came in. People were hanging out and having a good time. I ordered the Meraki gyro which was delicious and the feta fries...Yumm! We had a bunch of appetizers to share like hummus,  htipiti, and taramousalata spreads which were all good but my fave was the htipiti. Can't wait to go back and try the salads! Heard they were good and they looked really fresh!"
446714,L1-1P3acJc4gEFvWwjXcNQ,"""Meraki Greek Grill""",Spring Valley,Las Vegas,NV,5.0,327,Restaurants;Greek,6GFXKHNFBVQb-sWOqBH3-A,5,2017-11-04,I was in Vegas for the weekend and was taken to Meraki by a local friend. It was so good that I went back on my own two days later.  Don't let the strip mall location fool you. It was some of the best Greek food that I have ever had. The avgolemeno soup and the rice were particularly good.
446715,L1-1P3acJc4gEFvWwjXcNQ,"""Meraki Greek Grill""",Spring Valley,Las Vegas,NV,5.0,327,Restaurants;Greek,aWZ6pDVoWmDIbNjKVSbaRg,5,2017-05-17,"Legit 5 star food. Stopped in after seeing it on the way to my doctors appointment. This is the best Greek food I've ever had and dare I say my favorite restaurant in Las Vegas. The gyro was moist and flavorful, not greasy and crunchy like some places. The rice pilaf was delicious and the salad was fresh with all the proper toppings. Feta fries were amazing.... flavors reminiscent of garlic bread. and dolmeh appeared to be fresh made as well. Everything was delicious and reasonably priced. Huge portions. Definitely give this place a try !!!"
446716,L1-1P3acJc4gEFvWwjXcNQ,"""Meraki Greek Grill""",Spring Valley,Las Vegas,NV,5.0,327,Restaurants;Greek,tc24CJezyh5O0YfpXzsGJQ,5,2017-09-06,"5 star greek food, some of the best in vegas no doubt. Also great value - gyro meraki is 8 bucks and is excellent. Gyro with beef\/lamb- the meat was delicious. Feta fries are also great. Service is old school and fairly fast and friendly. Food takes about 5-7 minutes to hit the window. Been here a few times now and they are very consistent. 5\/5"
446717,L1-1P3acJc4gEFvWwjXcNQ,"""Meraki Greek Grill""",Spring Valley,Las Vegas,NV,5.0,327,Restaurants;Greek,Z4j4v1jMDCCG7Scj3OM-9g,5,2017-02-20,"We were headed out to our favorite Sushi  restaurant, but its closed on Sunday. My original want was Greek, so on our way home we saw this place and we did a quick Yelp. It makes excellent an understatement! We had salads, chicken kabobs and gyros. It was fresh, tasty and delicious. We had a great slice of semolina cake soaked in honey and some Armenian coffee. The place is ultra casual. You have to go up to the counter to order and they bring the food to your table. The friendliest people you'll ever meet, especially Harry (Harout). What a find!"
446718,L1-1P3acJc4gEFvWwjXcNQ,"""Meraki Greek Grill""",Spring Valley,Las Vegas,NV,5.0,327,Restaurants;Greek,IgXtcXv6pnK2Dc_C71czjQ,5,2017-05-20,"Love this place - everything very good
  Gyro as good or better than all the gyros I chowed down on back packing through Greece.

Feta French  fries are a must try - some of best fries ever - we will be back!!

Sad that they ran out of rice pudding but another reason to come back."
446719,L1-1P3acJc4gEFvWwjXcNQ,"""Meraki Greek Grill""",Spring Valley,Las Vegas,NV,5.0,327,Restaurants;Greek,PJlSjbCGVOwwXKLYdmps_g,5,2017-03-01,"Finally an authentic Greek restaurant in Las Vegas. The Dakos, spinakopita and tzatziki are amazing and taste like in Greece. Every items we ordered were great and friendly service. We will be there often."
446720,L1-1P3acJc4gEFvWwjXcNQ,"""Meraki Greek Grill""",Spring Valley,Las Vegas,NV,5.0,327,Restaurants;Greek,Lpu0k8Jj4xQU-KoC-1vxuw,5,2017-09-25,"This place is AMAZING!!!! I love trying new foods, but I get nervous when it's outside my comfort zone

I always get the gyro and Greek fries which are delicious but I felt like being adventurous today lol
And ordered the quinoa gyro salad. It was so good!

I never had quinoa. I just know all my fit healthy buddies love it so I, too wanted to be healthy today  it was so good my husband had me order him one the next day and he typically does not do new things involving food! 

Then I ordered the chicken shawarma salad and my heart  melted LOVE THIS PLACE"
446721,L1-1P3acJc4gEFvWwjXcNQ,"""Meraki Greek Grill""",Spring Valley,Las Vegas,NV,5.0,327,Restaurants;Greek,irMIDmh1aJJH8k3YZ4e3eQ,5,2017-08-25,Came here with hubby starving to death and got really yummy plates of gyro and lamb burger. Felt the freshness of food from head to toe. Coming back for sure! Writibg this review with full of MERAKI (go check thus place out and find out what Meraki is)!
446722,L1-1P3acJc4gEFvWwjXcNQ,"""Meraki Greek Grill""",Spring Valley,Las Vegas,NV,5.0,327,Restaurants;Greek,uBshNpUC88gp74Af47VqMg,5,2017-06-08,"The offerings are going to sound familiar and the prices are what you expect but the quality and details of the food delivery far supersede the norm. From the garnish distribution on the salads to the perfect glaze & char on the Kalamaki I was really impressed by the execution. Best dolmades I've ever had, every salad green crisp and crunchy.. while not seemingly  traditional the  bowl option was a great way to have a healthy meal and add on a few tasty treats without breaking the bank or your belt. Staff was quick, knowledgeable and courteous. Definitely coming back to try other items and for some more of the DRY cucumber water, delicious. You can tell the ownership is not only invested in the process but quite knowledgeable."
446723,L1-1P3acJc4gEFvWwjXcNQ,"""Meraki Greek Grill""",Spring Valley,Las Vegas,NV,5.0,327,Restaurants;Greek,lNWYyn3dVg0pjTLa6PEyPQ,5,2017-02-15,"Big John's Legacy lives on at Meraki!

The best Greek food in town, without a doubt.

Great food, smiling faces, clean restaurant and amazing service!

I will be here 4x week!"
446724,L1-1P3acJc4gEFvWwjXcNQ,"""Meraki Greek Grill""",Spring Valley,Las Vegas,NV,5.0,327,Restaurants;Greek,eZly-hZ_CjPyzYwNYtlXRg,5,2017-02-22,"Great restaurant 
Being a Greek I can appreciate real Greek food 
Tried the combo appetizer platter and what a great surprise, everything taster authenticate Greek 
Great job guys !!!!!"
446725,L1-1P3acJc4gEFvWwjXcNQ,"""Meraki Greek Grill""",Spring Valley,Las Vegas,NV,5.0,327,Restaurants;Greek,G6-rhkN2PMzn7fKaJl6XSQ,5,2017-06-03,"Been here twice and neither time has disappointed. 

First time got the lamb burger, cooked perfectly, very flavorful.. big patty. 

Second time got the chicken plate.. The chicken was moist and the rice was flavorful. Could only eat half the plate, there was so much food! Great tzatziki also.

This is my go to Greek food spot from now on."
446726,L1-1P3acJc4gEFvWwjXcNQ,"""Meraki Greek Grill""",Spring Valley,Las Vegas,NV,5.0,327,Restaurants;Greek,_Ahs-7h8_KR6ZF2nVqj_Dg,5,2017-03-08,The best Greek I've ever had! If you don't order the feta fries you're missing out. Gyro was big and delicious. Friendly staff.
446727,L1-1P3acJc4gEFvWwjXcNQ,"""Meraki Greek Grill""",Spring Valley,Las Vegas,NV,5.0,327,Restaurants;Greek,EuxdyaOLfAnctPqaMZzpFA,5,2017-05-11,"This place deserves every five star rating out there!!! The food is amazing, and so are the people that are running it!  You can't go wrong with any of the menu options.  Meraki offers a variety to choose from.  I can eat here every day! The food is affordable, fresh and leaves me feeling full every single time.

I almost always grab the mezz plate, which is a little variety of different apps to share.  The meraki gyro is delicious and so is the lamb burger!!!  My favorite menu item??? That would be the rice bowl with salmon.  Damn sounds so basic, but I crave it everyday.  It's very well executed with so many fresh ingredients. Packed with parsley, garbanzo beans, a Greek salad atop rice! My absolute favorite! 

Thank you for opening up on my side of town!"
446728,L1-1P3acJc4gEFvWwjXcNQ,"""Meraki Greek Grill""",Spring Valley,Las Vegas,NV,5.0,327,Restaurants;Greek,u3XP40KHylRUUWBhvc_eAg,5,2017-05-29,Incredible food and service to boot. You won't be disappointed with quality and the taste of the food. I say be bold and Try everything you will not go wrong. The place is clean and you can see the food being prepared. Love it.
446729,L1-1P3acJc4gEFvWwjXcNQ,"""Meraki Greek Grill""",Spring Valley,Las Vegas,NV,5.0,327,Restaurants;Greek,svIQ2743tm684qtRsvuF0A,5,2017-04-14,"Super restaurant Grec, très propre, les plats sont de qualité, copieux et le prix plus que correct
Nous y retournerons ! Yassas !"
446730,L1-1P3acJc4gEFvWwjXcNQ,"""Meraki Greek Grill""",Spring Valley,Las Vegas,NV,5.0,327,Restaurants;Greek,p3256A8FIGyCfCA-ZJYW1A,5,2017-02-26,Oh my goodness this place is a jewel in the desert! Food is utterly FANTASTIC.. feta fries are a must!! Had the lamb burger and can't wait to try everything else on their menu!! Super friendly staff. Will definitely be returning..highly recommended!!
446731,L1-1P3acJc4gEFvWwjXcNQ,"""Meraki Greek Grill""",Spring Valley,Las Vegas,NV,5.0,327,Restaurants;Greek,qirudoBM0AaK6D80JCFlGw,5,2017-06-11,"THE VERY BEST!!! Look no further. Super amazing food and stellar guest service! A delightful place to visit with delicious specials, my favorite in my most recent visit was grilled octopus! But the SAGANAKI IS A MUST!!!"
446732,L1-1P3acJc4gEFvWwjXcNQ,"""Meraki Greek Grill""",Spring Valley,Las Vegas,NV,5.0,327,Restaurants;Greek,YqPR8S32MNcz2ytvSI6lFw,5,2017-07-07,"Meraki serves heaping portions of high quality Greek food. 

The Gyro platter had crisp, well seasoned lamb meat. The dish came with soft and buttery pita. The fries were crisp to the bite and soft and starchy inside. 

The salad on the side was mediocre and didn't add much to the dish. The flavors of the cheese and dressing were very harsh on the palate and had no balance."
446733,L1-1P3acJc4gEFvWwjXcNQ,"""Meraki Greek Grill""",Spring Valley,Las Vegas,NV,5.0,327,Restaurants;Greek,T8F3o5s2TZ-WiLc4CLEI2Q,5,2017-07-02,Hands down the best chicken gyro I've ever had. I visit this place at least once a week for lunch and it never gets old. Not to mention the tirokafteri dip is out of this world!
446734,L1-1P3acJc4gEFvWwjXcNQ,"""Meraki Greek Grill""",Spring Valley,Las Vegas,NV,5.0,327,Restaurants;Greek,tEMIQNzpb5g9Eg2arhEcMw,5,2017-06-25,"The food was spectacular. Delicious, fresh and plentiful! Staff great and restaurant was clean as could be!!"
446735,L1-1P3acJc4gEFvWwjXcNQ,"""Meraki Greek Grill""",Spring Valley,Las Vegas,NV,5.0,327,Restaurants;Greek,yJOZZfpXUoI2xZzkrFTuuw,5,2017-06-15,"BEST MEDITERRANEAN FOOD EVER!!! amazing food, so flavorful. we had the meraki gyros, the gyro platter, and the feta fries. they were all excellent and the fries are the best i've ever had in my life....such nice service as well. 10\/10 place!"
446736,L1-1P3acJc4gEFvWwjXcNQ,"""Meraki Greek Grill""",Spring Valley,Las Vegas,NV,5.0,327,Restaurants;Greek,jcVfI-xyCttgiXgOurEHvQ,5,2017-02-25,"I can't explain how happy this place makes me. The lemon rice soup is AMAZING! And oh my gosh, the beef Gyro!!! Holy cow, I'm so satisfied. The family vibe in here is so warm and welcoming. I definitely recommend Meraki Greek Grill!!!"
446737,L1-1P3acJc4gEFvWwjXcNQ,"""Meraki Greek Grill""",Spring Valley,Las Vegas,NV,5.0,327,Restaurants;Greek,BuXcs176DL0GfDBQWfTW-w,5,2017-04-28,"Excellent! From the moment you step inside the restaurant you know it's going to be a fantastic experience. The staff is friendly, courteous and helpful. Ambiance is great. Food is just superb ramen with chickpea done just right ! Shrimp and chicken buns amazing ."
446738,L1-1P3acJc4gEFvWwjXcNQ,"""Meraki Greek Grill""",Spring Valley,Las Vegas,NV,5.0,327,Restaurants;Greek,5NjGRcn-gs7mbllL-Z5UFw,5,2017-03-25,"This has to be my favorite Greek restaurant in town, hands down!! The food is always consistent, and the staff is always so friendly.  Not to mention, my picky two year old daughter loves the food, which is a huge plus! Keep it up!!"
446739,L1-1P3acJc4gEFvWwjXcNQ,"""Meraki Greek Grill""",Spring Valley,Las Vegas,NV,5.0,327,Restaurants;Greek,WeTjg6uKAUyfN7hz1HKtdA,5,2017-04-01,Greek food has a huge place in my heart. I tried this new Greek restaurant Meraki and I am instantly in love. I'm not being biased because I know the owner. It is honestly amazing food. The flavors are captivating. The food is so fresh and flavorful. This is definitely a new vegas hot spot to eat. It's more of a quick service restaurant so don't expect to be waited on. But the staff is so friendly and inviting. It makes you feel like you're apart of the family. If you love delicious fresh food then you should give Meraki a try. You won't be disappointed. I know I'll be going back.
446740,L1-1P3acJc4gEFvWwjXcNQ,"""Meraki Greek Grill""",Spring Valley,Las Vegas,NV,5.0,327,Restaurants;Greek,zd_QfcQMp_qkFSyfn9nTsA,4,2017-05-03,"Went here on Saturday in the middle of the day.  Ordered, grabbed a drink and say down to wait.  Took about 20 minutes for the food to come out, which I thought was a bit long considering there weren't a ton of people there. I got the beef gyro which was better than average.  My mom is in love with the feta fries and will definitely be going back soon."
446741,L1-1P3acJc4gEFvWwjXcNQ,"""Meraki Greek Grill""",Spring Valley,Las Vegas,NV,5.0,327,Restaurants;Greek,3RVnwVCZ6P-bp3hIkdBAbw,5,2017-09-15,"This is serves the best Greek food! Big portions with great flavor! I always order the Grilled Chicken Kalamaki plate with hummus and pita on the side! So damn, that my fiancé and I ate here three times in one week!"
446742,L1-1P3acJc4gEFvWwjXcNQ,"""Meraki Greek Grill""",Spring Valley,Las Vegas,NV,5.0,327,Restaurants;Greek,3a4OEgbuSR-Gg0useUNh1g,5,2017-05-24,Fantastic service & delicious food. Love this place and love it even more that they allow pups on the patio. Will definitely make this a regular go to spot!
446743,L1-1P3acJc4gEFvWwjXcNQ,"""Meraki Greek Grill""",Spring Valley,Las Vegas,NV,5.0,327,Restaurants;Greek,5T15WM8wUELZNpg3q9rmXQ,5,2017-07-27,"The food here is AMAZING!! Huge portions, enough leftovers for another meal! Food tastes fresh and authentic. Staff is very friendly too! Love coming here."
446744,L1-1P3acJc4gEFvWwjXcNQ,"""Meraki Greek Grill""",Spring Valley,Las Vegas,NV,5.0,327,Restaurants;Greek,flBx4CHOGSR30MQUQvBN-A,5,2017-03-08,Really awesome food. Had the rice bowl with chicken. You'll be surprised how good it is.
446745,L1-1P3acJc4gEFvWwjXcNQ,"""Meraki Greek Grill""",Spring Valley,Las Vegas,NV,5.0,327,Restaurants;Greek,at9PJYgQ7mOV00-F_9suXw,5,2017-05-23,Excellent Excellent Excellent! Had the lamb burger and regular fries. The fries were as good as or if not better than any I've had in Vegas. The lamb burger was delicious as well. Super friendly people working there. Definitely going back
446746,L1-1P3acJc4gEFvWwjXcNQ,"""Meraki Greek Grill""",Spring Valley,Las Vegas,NV,5.0,327,Restaurants;Greek,NMnU5W2o_sdbM2Mws28xZg,5,2017-08-27,"Great food, fresh produce and great service! The octopus appetizer is a must. The lasagna dish was also delicious."
446747,L1-1P3acJc4gEFvWwjXcNQ,"""Meraki Greek Grill""",Spring Valley,Las Vegas,NV,5.0,327,Restaurants;Greek,JiRBe_B2iveAKCoTlLVWhw,4,2017-12-08,"Visited Meraki for the first time. Great service, I was told we just missed the rush hour food came out fast. Lady at cash register was very helpful. Sat outside in the sun. A-Maz-Zing. 5 stars for the warm sun and great chicken salad. Oh ya I ate the signature Salad (4 stars because it was little overwhelming with cheese.) Few more visits I may bring this up to a 5 :) Will go back."
446748,L1-1P3acJc4gEFvWwjXcNQ,"""Meraki Greek Grill""",Spring Valley,Las Vegas,NV,5.0,327,Restaurants;Greek,5CzwEv5DIwMvIiB2bIfdGg,5,2017-04-04,Food was delicious! Atmosphere was very nice. Family owned business with very sweet and welcoming owners. Will definitely be returning!!
446749,L1-1P3acJc4gEFvWwjXcNQ,"""Meraki Greek Grill""",Spring Valley,Las Vegas,NV,5.0,327,Restaurants;Greek,_GpJfYE08sX6sX4vo2A17A,5,2017-04-23,Meraki is the best Greek restaurant in Las Vegas hands down. The customer service is second to none and they truly make you feel like your at home. Harry is quick to make sure all of his customers are taken care of with true class. I would recommend this place to everyone if you like Greek food. Meraki is defiantly a weekly stop.
446750,L1-1P3acJc4gEFvWwjXcNQ,"""Meraki Greek Grill""",Spring Valley,Las Vegas,NV,5.0,327,Restaurants;Greek,kvqaWFmM6THIe8JWgh1D3A,5,2017-03-24,Great service and delicious food. It's great for a quick bite or a date night out. There rice is amazing and there beef gyro is my favorite!!
